airportid	name	city	country	iata	icao	lat	long	altitude	time	dst	tzdatabase	type	source
11436	Tarko-Sale Airport	Tarko-Sale	Russia	TQL	USDS	64.93080139	77.81809998	82	5	U	\N	airport	OurAirports
11438	Camarillo Airport	Camarillo - CA	United States	\N	KCMA	34.21369934	-119.0940018	77	-8	A	\N	airport	OurAirports
11452	Leopoldsburg Airfield	Leopoldsburg	Belgium	\N	EBLE	51.12	5.3072222	207	1	E	\N	airport	OurAirports
11473	Jinchuan Airport	Jinchuan	China	JIC	ZLJC	38.54222222	102.3483333	4740	8	U	\N	airport	OurAirports
11479	Omtepe Airport	Moyogalpa	Nicaragua	\N	MNLP	11.523616	-85.702995	200	-6	S	\N	airport	OurAirports
11498	Alashankou Bole (Bortala) airport	Bole	China	BPL	ZWAX	44.895	82.3	1253	8	N	\N	airport	OurAirports
11499	Fuyun Koktokay Airport	Fuyun	China	FYN	ZWFY	46.804169	89.512006	3081	8	N	\N	airport	OurAirports
11524	Achinsk Airport	Achinsk	Russia	ACS	UNKS	56.2682991	90.57080078	1033	8	N	\N	airport	OurAirports
11545	Linfen Qiaoli Airport	LINFEN	China	LFQ	ZBLF	36.132629	111.641236	1483	8	U	\N	airport	OurAirports
11583	Hinton/Jasper-Hinton Airport	Hinton	Canada	YJP	CEC4	53.31919861	-117.7529984	4006	-7	A	\N	airport	OurAirports
11638	Watsonville Municipal Airport	Watsonville	United States	WVI	KWVI	36.93569946	-121.7900009	163	-8	A	\N	airport	OurAirports
11644	Gelephu Airport	Gelephu	Bhutan	GLU	VQGP	26.88456	90.46412	980	6	N	\N	airport	OurAirports
11648	Hollister Municipal Airport	Hollister	United States	HLI	KCVH	36.8932991	-121.4100037	230	-8	A	\N	airport	OurAirports
11649	Williamsburg Jamestown Airport	Williamsburg	United States	\N	KJGG	37.23920059	-76.7161026	49	-5	A	\N	airport	OurAirports
11658	Dulkaninna Airport	Dulkaninna	Australia	DLK	YDLK	-29.01329994	138.4810028	0	9.5	U	\N	airport	OurAirports
11673	William Creek Airport	William Creek	Australia	\N	YWMC	-28.90670013	136.3419952	91	9.5	U	\N	airport	OurAirports
11684	Kenora Seaplane Base	Kenora	Canada	\N	CJM9	49.767424	-94.49274	1060	-6	A	\N	airport	OurAirports
11685	Rumbula Air Base	Riga	Latvia	\N	EVRC	56.88330078	24.22669983	26	2	E	\N	airport	OurAirports
11700	Siquijor Airport	Siquijor	Philippines	\N	RPVZ	9.214203223	123.4722519	0	8	N	\N	airport	OurAirports
11702	Opapimiskan Lake Airport	Musselwhite Mine	Canada	YBS	CKM8	52.6067009	-90.37689972	1023	-5	A	\N	airport	OurAirports
11713	Rizhao Shanzihe Airport	Rizhao	China	RIZ	ZSRZ	35.405033	119.324403	121	8	N	\N	airport	OurAirports
11714	Shaxian Airport	Sanming	China	SQJ	ZSSM	26.4263	117.8336	830	8	N	\N	airport	OurAirports
11717	Taroom Airport	Taroom	Australia	XTO	YTAM	-25.80170059	149.8999939	240	10	N	\N	airport	OurAirports
11718	Gelnhausen Airport	Gelnhausen	Germany	\N	EDFG	50.19722366	9.170000076	446	1	E	\N	airport	OurAirports
11719	Ærø Airport	Aero	Denmark	\N	EKAE	54.85279846	10.45639992	3	1	E	\N	airport	OurAirports
11720	Lauterbach Airport	Lauterbach-Wernges	Germany	\N	EDFT	50.683334	9.410833	1211	1	E	\N	airport	OurAirports
11721	Aschaffenburg Airport	Aschaffenburg	Germany	\N	EDFC	49.93888855	9.06388855	410	1	E	\N	airport	OurAirports
11722	Squamish Airport	Squamish	Canada	YSE	CYSE	49.78170013	-123.1620026	171	-8	A	\N	airport	OurAirports
11735	Reichelsheim Airport	Reichelsheim	Germany	\N	EDFB	50.3358345	8.878055573	397	1	E	\N	airport	OurAirports
11737	Marburg-Schönstadt Airport	Schoenstadt	Germany	\N	EDFN	50.87444305	8.81499958	833	1	E	\N	airport	OurAirports
11738	Lauenbrück Airport	Lauenbrueck	Germany	\N	EDHU	53.20750046	9.573332787	98	1	E	\N	airport	OurAirports
11739	Hüttenbusch Airport	Huettenbusch	Germany	\N	EDXU	53.28666687	8.947221756	10	1	E	\N	airport	OurAirports
11740	Vrsar Crljenka Airport	Vsar	Croatia	\N	LDPV	45.14170074	13.63059998	121	1	E	\N	airport	OurAirports
11742	Union County Airport	Marysville	United States	\N	KMRT	40.22470093	-83.35160065	1021	-5	A	\N	airport	OurAirports
11743	La Grande-4 Airport	La Grande-4	Canada	YAH	CYAH	53.75469971	-73.6753006	1005	\N	\N	\N	airport	OurAirports
11744	Alert Bay Airport	Alert Bay	Canada	YAL	CYAL	50.5821991	-126.9160004	240	\N	\N	\N	airport	OurAirports
11745	Liverpool South Shore Regional Airport	Liverpool	Canada	\N	CYAU	44.2303009	-64.85610199	321	\N	\N	\N	airport	OurAirports
11747	Nipawin Airport	Nipawin	Canada	\N	CYBU	53.33250046	-104.0080032	1220	\N	\N	\N	airport	OurAirports
11748	Centralia / James T. Field Memorial Aerodrome	Centralia	Canada	YCE	CYCE	43.285599	-81.508301	824	\N	\N	\N	airport	OurAirports
11749	Blue River Airport	Blue River	Canada	\N	CYCP	52.11669922	-119.2829971	2240	\N	\N	\N	airport	OurAirports
11750	Chetwynd Airport	Chetwynd	Canada	YCQ	CYCQ	55.68719864	-121.6269989	2000	\N	\N	\N	airport	OurAirports
11751	Ross River Airport	Ross River	Canada	XRR	CYDM	61.97060013	-132.4230042	2314	\N	\N	\N	airport	OurAirports
11752	Dolbeau St Felicien Airport	Dolbeau-St-Félicien	Canada	YDO	CYDO	48.7784996	-72.375	372	\N	\N	\N	airport	OurAirports
11753	Amos/Magny Airport	Amos	Canada	YEY	CYEY	48.563903	-78.249702	1068	\N	\N	\N	airport	OurAirports
11754	Goderich Airport	Goderich	Canada	\N	CYGD	43.76689911	-81.71060181	712	\N	\N	\N	airport	OurAirports
11755	Hope Airport	Hope	Canada	YHE	CYHE	49.36830139	-121.4980011	128	\N	\N	\N	airport	OurAirports
11756	Haines Junction Airport	Haines Junction	Canada	YHT	CYHT	60.78919983	-137.5460052	2150	\N	\N	\N	airport	OurAirports
11757	Digby / Annapolis Regional Airport	Digby	Canada	YDG	CYID	44.54584504	-65.78542471	499	\N	\N	\N	airport	OurAirports
11758	Fort Liard Airport	Fort Liard	Canada	YJF	CYJF	60.2358017	-123.4690018	708	\N	\N	\N	airport	OurAirports
11759	Key Lake Airport	Key Lake	Canada	YKJ	CYKJ	57.2560997	-105.6179962	1679	\N	\N	\N	airport	OurAirports
11760	Leaf Rapids Airport	Leaf Rapids	Canada	YLR	CYLR	56.51330185	-99.98529816	959	\N	\N	\N	airport	OurAirports
11761	Matane Airport	Matane	Canada	YME	CYME	48.85689926	-67.45330048	102	\N	\N	\N	airport	OurAirports
11762	Charlevoix Airport	Charlevoix	Canada	YML	CYML	47.59749985	-70.22389984	977	\N	\N	\N	airport	OurAirports
11763	Nejanilini Lake Airport	Nejanilini Lake	Canada	\N	CYNN	59.48749924	-97.78029633	1000	\N	\N	\N	airport	OurAirports
11764	Owen Sound / Billy Bishop Regional Airport	Owen Sound	Canada	YOS	CYOS	44.59030151	-80.83750153	1007	\N	\N	\N	airport	OurAirports
11765	Port Hawkesbury Airport	Port Hawkesbury	Canada	YPS	CYPD	45.65670013	-61.36809921	377	\N	\N	\N	airport	OurAirports
11766	St Thomas Municipal Airport	St Thomas	Canada	YQS	CYQS	42.77000046	-81.1108017	778	\N	\N	\N	airport	OurAirports
11767	Ottawa / Rockcliffe Airport	Ottawa	Canada	YRO	CYRO	45.46030045	-75.64610291	188	\N	\N	\N	airport	OurAirports
11768	Ottawa / Carp Airport	Ottawa	Canada	\N	CYRP	45.31919861	-76.02220154	382	\N	\N	\N	airport	OurAirports
11769	Smiths Falls-Montague (Russ Beach) Airport	Smiths Falls	Canada	YSH	CYSH	44.94580078	-75.94059753	416	\N	\N	\N	airport	OurAirports
11770	St Leonard Airport	St Leonard	Canada	YSL	CYSL	47.15750122	-67.83470154	793	\N	\N	\N	airport	OurAirports
11771	Virden/R.J. (Bob) Andrew Field Regional Aerodrome	Virden	Canada	\N	CYVD	49.87829971	-100.9179993	1454	\N	\N	\N	airport	OurAirports
11772	Vernon Airport	Vernon	Canada	YVE	CYVK	50.24810028	-119.3310013	1140	\N	\N	\N	airport	OurAirports
11773	Beaver Creek Airport	Beaver Creek	Canada	YXQ	CYXQ	62.41030121	-140.8670044	2131	\N	\N	\N	airport	OurAirports
11774	Shuswap Regional Airport	Salmon Arm	Canada	YSN	CZAM	50.682802	-119.228996	1751	\N	\N	\N	airport	OurAirports
11775	Kelsey Airport	Kelsey	Canada	KES	CZEE	56.03749847	-96.50969696	600	\N	\N	\N	airport	OurAirports
11776	Pukatawagan Airport	Pukatawagan	Canada	XPK	CZFG	55.74919891	-101.2659988	958	\N	\N	\N	airport	OurAirports
11777	Grand Forks Airport	Grand Forks	Canada	ZGF	CZGF	49.0155983	-118.4309998	1720	\N	\N	\N	airport	OurAirports
11778	Jenpeg Airport	Jenpeg	Canada	ZJG	CZJG	54.51890182	-98.0460968	729	\N	\N	\N	airport	OurAirports
11779	Thicket Portage Airport	Thicket Portage	Canada	YTD	CZLQ	55.31890106	-97.70780182	678	\N	\N	\N	airport	OurAirports
11780	Pikwitonei Airport	Pikwitonei	Canada	PIW	CZMN	55.58890152	-97.16419983	630	\N	\N	\N	airport	OurAirports
11781	Poplar River Airport	Poplar River	Canada	XPP	CZNG	52.99652588	-97.27419376	728	\N	\N	\N	airport	OurAirports
11782	Pincher Creek Airport	Pincher Creek	Canada	WPC	CZPC	49.52059937	-113.9970016	3903	\N	\N	\N	airport	OurAirports
11783	Stewart Airport	Stewart	Canada	ZST	CZST	55.93541045	-129.9824345	24	\N	\N	\N	airport	OurAirports
11784	Ignace Municipal Airport	Ignace	Canada	ZUC	CZUC	49.42969894	-91.71779633	1435	\N	\N	\N	airport	OurAirports
11785	Neubrandenburg Airport	Neubrandenburg	Germany	FNB	EDBN	53.6022	13.306	228	\N	\N	\N	airport	OurAirports
11786	Airport Bamberg-Breitenau	Bamberg	Germany	\N	EDQA	49.920403	10.914233	811	\N	\N	\N	airport	OurAirports
11787	Zerbst Airport	Zerbst/Anhalt	Germany	\N	EDUZ	52.000832	12.148611	289	\N	\N	\N	airport	OurAirports
11788	RAF Spadeadam	Spadeadam	United Kingdom	\N	EGOM	55.04999924	-2.549999952	1066	\N	\N	\N	airport	OurAirports
11789	RAF Kinloss	Kinloss	United Kingdom	FSS	EGQK	57.6493988	-3.560640097	22	\N	\N	\N	airport	OurAirports
11790	Biała Podlaska Airfield	Biała Podlaska	Poland	BXP	EPBP	52.00078	23.1325278	485	\N	\N	\N	airport	OurAirports
11791	Cewice Air Base	Lębork	Poland	\N	EPCE	54.416	17.7633	495	\N	\N	\N	airport	OurAirports
11792	Deblin Military Air Base	Dęblin	Poland	\N	EPDE	51.55139923	21.89360046	392	\N	\N	\N	airport	OurAirports
11793	Leczyca Military Air Base	Leczyca	Poland	\N	EPLY	52.00469971	19.14559937	377	\N	\N	\N	airport	OurAirports
11794	Minsk Mazowiecki Military Air Base		Poland	\N	EPMM	52.19549942	21.65589905	604	\N	\N	\N	airport	OurAirports
11795	Powidz Military Air Base		Poland	\N	EPPW	52.379398	17.853901	371	\N	\N	\N	airport	OurAirports
11796	Tomaszow Mazowiecki Military Air Base	Tomaszów Mazowiecki	Poland	\N	EPTM	51.58440018	20.0977993	571	\N	\N	\N	airport	OurAirports
11797	Björkvik Air Base	Björkvik	Sweden	\N	ESKX	58.79079819	16.57119942	0	\N	\N	\N	airport	OurAirports
11798	Ljungbyhed Airport	Ljungbyhed	Sweden	\N	ESTL	56.08280182	13.21249962	140	\N	\N	\N	airport	OurAirports
11799	Daugavpils Intrenational Airport	Daugavpils	Latvia	DGP	EVDA	55.94472122	26.66500092	398	\N	\N	\N	airport	OurAirports
11800	Jēkabpils Air Base	Jēkabpils	Latvia	\N	EVKA	56.534698	25.8925	289	\N	\N	\N	airport	OurAirports
11801	Jūrmala Airport	Tukums	Latvia	\N	EVTA	56.9422	23.2239	220	\N	\N	\N	airport	OurAirports
11802	Kėdainiai Air Base	Kėdainiai	Lithuania	\N	EYKD	55.31169891	23.95639992	171	\N	\N	\N	airport	OurAirports
11803	Lime Acres Finsch Mine Airport	Lime Acres	South Africa	LMR	FALC	-28.36009979	23.43910027	4900	\N	\N	\N	airport	OurAirports
11804	Sua Pan Airport	Sowa	Botswana	SXN	FBSN	-20.5534	26.115801	2985	\N	\N	\N	airport	OurAirports
11805	Lusaka City Airport	Lusaka	Zambia	\N	FLLC	-15.41380024	28.33069992	4200	\N	\N	\N	airport	OurAirports
11806	Sumbe Airport	Sumbe	Angola	NDD	FNSU	-11.16790009	13.84749985	36	\N	\N	\N	airport	OurAirports
11807	Mangochi Airport	Mangochi	Malawi	MAI	FWMG	-14.4829998	35.26699829	1580	\N	\N	\N	airport	OurAirports
11808	Arandis Airport	Arandis	Namibia	ADI	FYAR	-22.46220016	14.97999954	1905	\N	\N	\N	airport	OurAirports
11809	Mariental Airport	Mariental	Namibia	\N	FYML	-24.60540009	17.92539978	3650	\N	\N	\N	airport	OurAirports
11810	Almaza Air Force Base	Cairo	Egypt	\N	HEAZ	30.09180069	31.36000061	300	\N	\N	\N	airport	OurAirports
11811	Beni Suef Air Base	Beni Suef	Egypt	\N	HEBS	29.20829964	31.01659966	108	\N	\N	\N	airport	OurAirports
11812	Jiyanklis Air Base	Jiyanklis	Egypt	\N	HEGS	30.81979942	30.19120026	49	\N	\N	\N	airport	OurAirports
11813	Merowe New Airport	Merowe	Sudan	MWE	HSMN	18.44333333	31.84333333	897	\N	\N	\N	airport	OurAirports
11814	St Louis Regional Airport	Alton/St Louis	United States	ALN	KALN	38.89030075	-90.04599762	544	\N	\N	\N	airport	OurAirports
11815	Chandler Field	Alexandria	United States	AXN	KAXN	45.86629868	-95.3946991	1425	\N	\N	\N	airport	OurAirports
11816	Columbus Municipal Airport	Columbus	United States	CLU	KBAK	39.26190186	-85.89630127	656	\N	\N	\N	airport	OurAirports
11817	Curtis Field	Brady	United States	BBD	KBBD	31.17930031	-99.32389832	1827	\N	\N	\N	airport	OurAirports
11818	Eastern Sierra Regional Airport	Bishop	United States	BIH	KBIH	37.37310028	-118.3639984	4124	\N	\N	\N	airport	OurAirports
11819	Baker City Municipal Airport	Baker City	United States	BKE	KBKE	44.83729935	-117.8089981	3373	\N	\N	\N	airport	OurAirports
11820	Miley Memorial Field	Big Piney	United States	BPI	KBPI	42.58509827	-110.1110001	6990	\N	\N	\N	airport	OurAirports
11821	Ozark Regional Airport	Mountain Home	United States	WMH	KBPK	36.3689003	-92.47049713	928	\N	\N	\N	airport	OurAirports
11822	W K Kellogg Airport	Battle Creek	United States	BTL	KBTL	42.30730057	-85.25150299	952	\N	\N	\N	airport	OurAirports
11823	Burley Municipal Airport	Burley	United States	BYI	KBYI	42.54259872	-113.7720032	4150	\N	\N	\N	airport	OurAirports
11824	Northeast Iowa Regional Airport	Charles City	United States	CCY	KCCY	43.07260132	-92.6108017	1125	\N	\N	\N	airport	OurAirports
11825	Chanute Martin Johnson Airport	Chanute	United States	CNU	KCNU	37.66880035	-95.48509979	1002	\N	\N	\N	airport	OurAirports
11826	Jacksonville Executive at Craig Airport	Jacksonville	United States	CRG	KCRG	30.3362999	-81.51439667	41	\N	\N	\N	airport	OurAirports
11827	Crossville Memorial Whitson Field	Crossville	United States	CSV	KCSV	35.95130157	-85.08499908	1881	\N	\N	\N	airport	OurAirports
11828	Davison Army Air Field	Fort Belvoir	United States	DAA	KDAA	38.71500015	-77.18099976	73	\N	\N	\N	airport	OurAirports
11829	Barstow Daggett Airport	Daggett	United States	DAG	KDAG	34.85369873	-116.7870026	1930	\N	\N	\N	airport	OurAirports
11830	Deming Municipal Airport	Deming	United States	DMN	KDMN	32.26229858	-107.7210007	4314	\N	\N	\N	airport	OurAirports
11831	Desert Rock Airport	Mercury	United States	DRA	KDRA	36.6194	-116.032997	3314	\N	\N	\N	airport	OurAirports
11832	Needles Airport	Needles	United States	EED	KEED	34.7663002	-114.6230011	983	\N	\N	\N	airport	OurAirports
11833	Duke Field	Crestview	United States	EGI	KEGI	30.65040016	-86.52290344	191	\N	\N	\N	airport	OurAirports
11834	Murray Field	Eureka	United States	EKA	KEKA	40.80339813	-124.112999	7	\N	\N	\N	airport	OurAirports
11835	San Marcos Regional Airport	San Marcos	United States	\N	KHYI	29.8927	-97.862999	597	\N	\N	\N	airport	OurAirports
11836	Sawyer County Airport	Hayward	United States	HYR	KHYR	46.02519989	-91.44429779	1216	\N	\N	\N	airport	OurAirports
11837	Kimble County Airport	Junction	United States	JCT	KJCT	30.51129913	-99.7634964	1749	\N	\N	\N	airport	OurAirports
11838	Monticello Municipal Ellis Field	Monticello	United States	\N	KLLQ	33.6385994	-91.75099945	270	\N	\N	\N	airport	OurAirports
11839	Derby Field	Lovelock	United States	LOL	KLOL	40.06639862	-118.5650024	3904	\N	\N	\N	airport	OurAirports
11840	Mobridge Municipal Airport	Mobridge	United States	MBG	KMBG	45.54650116	-100.4079971	1716	\N	\N	\N	airport	OurAirports
11841	Mc Comb/Pike County Airport/John E Lewis Field	Mc Comb	United States	MCB	KMCB	31.17849922	-90.47190094	413	\N	\N	\N	airport	OurAirports
11842	Southern Illinois Airport	Carbondale/Murphysboro	United States	MDH	KMDH	37.77809906	-89.2519989	411	\N	\N	\N	airport	OurAirports
11843	Mc Entire Joint National Guard Base	Eastover	United States	MMT	KMMT	33.92079926	-80.80130005	254	\N	\N	\N	airport	OurAirports
11844	Brunswick Executive Airport	Brunswick	United States	NHZ	KNHZ	43.89220047	-69.93859863	72	\N	\N	\N	airport	OurAirports
11845	Naval Station Mayport (Admiral David L. Mcdonald Field)	Mayport	United States	NRB	KNRB	30.39109993	-81.42469788	15	\N	\N	\N	airport	OurAirports
11846	Orangeburg Municipal Airport	Orangeburg	United States	OGB	KOGB	33.45679855	-80.85949707	195	\N	\N	\N	airport	OurAirports
11847	Columbus Municipal Airport	Columbus	United States	\N	KOLU	41.44800186	-97.34259796	1447	\N	\N	\N	airport	OurAirports
11848	Ottumwa Regional Airport	Ottumwa	United States	OTM	KOTM	41.10660172	-92.44789886	845	\N	\N	\N	airport	OurAirports
11849	Cairns AAF (Fort Rucker) Air Field	Fort Rucker/Ozark	United States	OZR	KOZR	31.27569962	-85.71340179	301	\N	\N	\N	airport	OurAirports
11850	Ralph Wenz Field	Pinedale	United States	PWY	KPNA	42.79550171	-109.8069992	7102	\N	\N	\N	airport	OurAirports
11851	Dutchess County Airport	Poughkeepsie	United States	POU	KPOU	41.62659836	-73.88420105	165	\N	\N	\N	airport	OurAirports
11852	New Richmond Regional Airport	New Richmond	United States	\N	KRNH	45.14830017	-92.5381012	998	\N	\N	\N	airport	OurAirports
11853	Russell Municipal Airport	Russell	United States	RSL	KRSL	38.87210083	-98.8117981	1862	\N	\N	\N	airport	OurAirports
11854	Redwood Falls Municipal Airport	Redwood Falls	United States	RWF	KRWF	44.54719925	-95.08229828	1024	\N	\N	\N	airport	OurAirports
11855	Salinas Municipal Airport	Salinas	United States	SNS	KSNS	36.66279984	-121.6060028	85	\N	\N	\N	airport	OurAirports
11856	Sonora Municipal Airport	Sonora	United States	\N	KSOA	30.58569908	-100.6490021	2140	\N	\N	\N	airport	OurAirports
11857	Saline County Regional Airport	Benton	United States	\N	KSUZ	34.59059906	-92.47940063	390	\N	\N	\N	airport	OurAirports
11858	Tonopah Airport	Tonopah	United States	TPH	KTPH	38.06019974	-117.086998	5430	\N	\N	\N	airport	OurAirports
11859	Aurora State Airport	Aurora	United States	\N	KUAO	45.24710083	-122.7699966	200	\N	\N	\N	airport	OurAirports
11860	Ukiah Municipal Airport	Ukiah	United States	UKI	KUKI	39.12599945	-123.2009964	614	\N	\N	\N	airport	OurAirports
11861	University Oxford Airport	Oxford	United States	UOX	KUOX	34.38430023	-89.53679657	452	\N	\N	\N	airport	OurAirports
11862	Huntsville Regional Airport	Huntsville	United States	HTV	KUTS	30.74690056	-95.58719635	363	\N	\N	\N	airport	OurAirports
11863	Miller Field	Valentine	United States	VTN	KVTN	42.85779953	-100.5479965	2596	\N	\N	\N	airport	OurAirports
11864	Winnemucca Municipal Airport	Winnemucca	United States	WMC	KWMC	40.89659882	-117.8059998	4308	\N	\N	\N	airport	OurAirports
11865	West Woodward Airport	Woodward	United States	WWR	KWWR	36.438	-99.5226667	2189	\N	\N	\N	airport	OurAirports
11866	Cape Canaveral AFS Skid Strip	Cocoa Beach	United States	\N	KXMR	28.46759987	-80.56659698	10	\N	\N	\N	airport	OurAirports
11867	Homey (Area 51) Airport	Groom Lake	United States	\N	KXTA	37.23500061	-115.810997	4462	\N	\N	\N	airport	OurAirports
11868	Zanesville Municipal Airport	Zanesville	United States	ZZV	KZZV	39.94440079	-81.89209747	900	\N	\N	\N	airport	OurAirports
11869	Gjadër Air Base	Gjadër	Albania	\N	LAGJ	41.895199	19.5987	23	\N	\N	\N	airport	OurAirports
11870	Kukës Airport	Kukës	Albania	\N	LAKU	42.03369904	20.41589928	1120	\N	\N	\N	airport	OurAirports
11871	Kuçovë Air Base	Kuçovë	Albania	\N	LAKV	40.77190018	19.90189934	135	\N	\N	\N	airport	OurAirports
11872	Vlorë Air Base	Vlorë	Albania	\N	LAVL	40.47610092	19.4741993	3	\N	\N	\N	airport	OurAirports
11873	Haskovo Malevo Airport	Haskovo	Bulgaria	\N	LBHS	41.976398	25.5898	160	\N	\N	\N	airport	OurAirports
11874	Gabrovnitsa Air Base	Gabrovnitsa	Bulgaria	\N	LBMG	43.54430008	23.27249908	626	\N	\N	\N	airport	OurAirports
11875	Graf Ignatievo Air Base	Graf Ignatievo	Bulgaria	\N	LBPG	42.29040146	24.7140007	190	\N	\N	\N	airport	OurAirports
11876	Dolna Mitropoliya Air Base	Dolna Mitropoliya	Bulgaria	\N	LBPL	43.451401	24.5028	330	\N	\N	\N	airport	OurAirports
11877	Balchik Air Base	Balchik	Bulgaria	\N	LBWB	43.42380142	28.18129921	660	\N	\N	\N	airport	OurAirports
11878	Cuatro Vientos Airport	Madrid	Spain	ECV	LECU	40.370701	-3.78514	2269	\N	\N	\N	airport	OurAirports
11879	Castellón-Costa Azahar Airport	Castellón de la Plana	Spain	CDT	LEDS	40.213889	0.073333	1145	\N	\N	\N	airport	OurAirports
11880	Teruel Airport	Teruel	Spain	TEV	LETL	40.403	-1.2183	3380	\N	\N	\N	airport	OurAirports
11881	Blois-Le Breuil Airport	Blois/Le Breuil	France	\N	LFOQ	47.678502	1.20884	398	\N	\N	\N	airport	OurAirports
11882	Trento-Mattarello Airport	Trento (TN)	Italy	\N	LIDT	46.0214	11.1242	610	\N	\N	\N	airport	OurAirports
11883	Alessandria Airport	Alessandria	Italy	\N	LILA	44.925201	8.62513	299	\N	\N	\N	airport	OurAirports
11884	Biella-Cerrione Airport	Biella (BI)	Italy	\N	LILE	45.4953	8.10278	920	\N	\N	\N	airport	OurAirports
11885	Vercelli Airport	Vercelli	Italy	\N	LILI	45.310233	8.417935	417	\N	\N	\N	airport	OurAirports
11886	Casale Monferrato Airport	Casale Monferrato	Italy	\N	LILM	45.111198	8.45603	377	\N	\N	\N	airport	OurAirports
11887	Varese-Venegono Airport	Varese	Italy	\N	LILN	45.742199	8.888233	1050	\N	\N	\N	airport	OurAirports
11888	Novi Ligure Airport	Novi Ligure	Italy	\N	LIMR	44.779999	8.78639	607	\N	\N	\N	airport	OurAirports
11889	Sarzana-Luni Air Base	Sarzana (SP)	Italy	QLP	LIQW	44.088001	9.98795	45	\N	\N	\N	airport	OurAirports
11890	Câmpia Turzii Air Base	Câmpia Turzii	Romania	\N	LRCT	46.50230026	23.8859005	1083	\N	\N	\N	airport	OurAirports
11891	Mărculeşti International Airport	Mărculeşti	Moldova	\N	LUBM	47.86270142	28.21279907	312	\N	\N	\N	airport	OurAirports
11892	Cahul International Airport	Cahul	Moldova	\N	LUCH	45.84379959	28.26370049	652	\N	\N	\N	airport	OurAirports
11893	Tiraspol Airport	Tiraspol	Moldova	\N	LUTR	46.86809921	29.59059906	141	\N	\N	\N	airport	OurAirports
11894	Batajnica Air Base	Batajnica	Serbia	BJY	LYBT	44.935299	20.2575	265	\N	\N	\N	airport	OurAirports
11895	Rubelsanto Airport	Rubelsanto	Guatemala	RUV	MGRB	15.99199963	-90.44529724	426	\N	\N	\N	airport	OurAirports
11896	Coronel Enrique Soto Cano Air Base	Comayagua	Honduras	XPL	MHSC	14.3824	-87.621201	2061	\N	\N	\N	airport	OurAirports
11897	Upala Airport	Upala	Costa Rica	UPL	MRUP	10.8922	-85.016197	184	\N	\N	\N	airport	OurAirports
11898	San Nicolas De Bari Airport	San Nicolás	Cuba	QSN	MUNB	22.7560997	-81.92089844	49	\N	\N	\N	airport	OurAirports
11899	San Julian Air Base	Pinar Del Rio	Cuba	SNJ	MUSJ	22.09530067	-84.15200043	98	\N	\N	\N	airport	OurAirports
11900	King Salman Abdulaziz Airport		Saudi Arabia	DWD	OEDM	24.4499	44.121201	3026	\N	\N	\N	airport	OurAirports
11901	King Khaled Air Base		Saudi Arabia	KMX	OEKM	18.29730034	42.80350113	6778	\N	\N	\N	airport	OurAirports
11902	Riyadh Air Base	Riyadh	Saudi Arabia	XXN	OERY	24.70980072	46.72520065	2082	\N	\N	\N	airport	OurAirports
11903	Jam Airport	Kangan	Iran	KNR	OIBJ	27.82049942	52.35219955	2173	\N	\N	\N	airport	OurAirports
11904	Hamadan Air Base	Hamadan	Iran	\N	OIHS	35.21160126	48.65340042	5609	\N	\N	\N	airport	OurAirports
11905	Payam International Airport	Karaj	Iran	PYK	OIIP	35.77610016	50.8266983	4170	\N	\N	\N	airport	OurAirports
11906	Ahmed Al Jaber Air Base	Ahmed Al Jaber AB	Kuwait	XIJ	OKAJ	28.93479919	47.79190063	409	\N	\N	\N	airport	OurAirports
11907	Rayak Air Base	Rayak	Lebanon	\N	OLRA	33.85079956	35.98770142	3018	\N	\N	\N	airport	OurAirports
11908	Mirpur Khas Air Base	Mirpur Khas	Pakistan	\N	OPMK	25.682501	69.0728	180	\N	\N	\N	airport	OurAirports
11909	Minhas Air Base	Kamra	Pakistan	ATG	OPMS	33.86909866	72.40090179	1023	\N	\N	\N	airport	OurAirports
11910	Rafiqui Air Base	Shorkot	Pakistan	\N	OPRQ	30.75810051	72.28250122	492	\N	\N	\N	airport	OurAirports
11911	Faisal Air Base	Karachi	Pakistan	\N	OPSF	24.87420082	67.11849976	29	\N	\N	\N	airport	OurAirports
11912	Mushaf Air Base	Sargodha	Pakistan	SGI	OPSR	32.04859924	72.66500092	614	\N	\N	\N	airport	OurAirports
11913	Qayyarah West Airport	Qayyarah	Iraq	RQW	ORQW	35.76720047	43.12509918	749	\N	\N	\N	airport	OurAirports
11914	Al Sahra Army Air Field	Tikrit	Iraq	\N	ORSH	34.6731987	43.54299927	451	\N	\N	\N	airport	OurAirports
11915	Tall Afar Army Air Field	Tall Afar	Iraq	\N	ORTF	36.28310013	42.40299988	996	\N	\N	\N	airport	OurAirports
11916	Al Taji Army Air Field	Taji	Iraq	\N	ORTI	33.52389908	44.25669861	121	\N	\N	\N	airport	OurAirports
11917	Ubaydah Bin Al Jarrah Airport	Al Cut	Iraq	\N	ORUB	32.48199844	45.75709915	68	\N	\N	\N	airport	OurAirports
11918	Nenana Municipal Airport	Nenana	United States	ENN	PANN	64.54730225	-149.0740051	362	\N	\N	\N	airport	OurAirports
11919	Wasilla Airport	Wasilla	United States	WWA	PAWS	61.57170105	-149.5399933	354	\N	\N	\N	airport	OurAirports
